"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"W_F01B","2010","Single year","1568","1490.38938583641","1645.61061416358","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2011","Single year","1580","1502.09297248195","1657.90702751804","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2012","Single year","1703","1622.11734195983","1783.88265804016","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2013","Single year","1828","1744.20151120557","1911.79848879442","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2014","Single year","1790","1707.07707621506","1872.92292378493","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2015","Single year","1864","1779.38038500575","1948.61961499424","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2016","Single year","2053","1964.19394750984","2141.80605249016","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2017","Single year","2058","1969.08587146584","2146.91412853415","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2018","Single year","2262","2168.78315682018","2355.21684317981","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2019","Single year","2570","2470.63929766158","2669.36070233841","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01B","2020","Single year","2497","2399.0606173428","2594.93938265719","Injuries","Number","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2000","Single year","33.8023192287462","31.9144484109868","35.6901900465055","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2001","Single year","33.870940682504","31.9911037383812","35.7507776266268","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2002","Single year","32.8410528713594","31.0061416006913","34.6759641420275","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2003","Single year","33.8713361848272","32.0229804246573","35.7196919449971","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2004","Single year","32.1143224633471","30.3287588929087","33.8998860337855","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2005","Single year","31.8747509592991","30.1088027229902","33.640699195608","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2006","Single year","31.1437292987748","29.4127405227351","32.8747180748144","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2007","Single year","30.9294513411711","29.2205801188731","32.6383225634691","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2008","Single year","32.107363067115","30.3772446299903","33.8374815042398","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2009","Single year","33.0154814655984","31.2850312794836","34.7459316517132","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2010","Single year","36.0582606817405","34.2641693174912","37.8523520459899","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2011","Single year","35.3401642049705","33.5864606751475","37.0938677347935","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2012","Single year","37.5504804330034","35.7511865719754","39.3497742940314","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2013","Single year","39.645090542324","37.8062765706027","41.4839045140452","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2014","Single year","37.5852596830571","35.8212343683496","39.3492849977647","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2015","Single year","38.238965926054","36.4784777928763","39.9994540592318","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2016","Single year","40.7820570755433","38.9907258723293","42.5733882787573","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2017","Single year","39.9870699513185","38.2299760788794","41.7441638237577","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2018","Single year","42.8260605016437","41.0291586520562","44.6229623512311","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2019","Single year","47.4576767720547","45.584568166647","49.3307853774624","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F02B","2020","Single year","44.4385391635054","42.6562089819531","46.2208693450578","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","0-74 years","Serious non-fatal"
"W_F01C","2000","Single year","2627","2526.54348044072","2727.45651955927","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2001","Single year","2659","2557.93349217359","2760.06650782641","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2002","Single year","2680","2578.53518028666","2781.46481971333","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2003","Single year","2739","2636.42439027779","2841.5756097222","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2004","Single year","2649","2548.12371727696","2749.87628272304","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2005","Single year","2671","2569.70569359498","2772.29430640502","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2006","Single year","2719","2616.79957664731","2821.20042335268","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2007","Single year","2633","2532.42882582525","2733.57117417474","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2008","Single year","2740","2637.40566697569","2842.5943330243","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2009","Single year","2974","2867.11455415846","3080.88544584153","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2010","Single year","3108","2998.73310650193","3217.26689349806","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2011","Single year","3196","3085.19701091153","3306.80298908846","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2012","Single year","3250","3138.2648615374","3361.73513846259","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2013","Single year","3365","3251.30519391091","3478.69480608909","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2014","Single year","3630","3511.91318651466","3748.08681348533","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2015","Single year","3691","3571.92513066485","3810.07486933514","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2016","Single year","3934","3811.06790898788","4056.93209101211","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2017","Single year","4258","4130.10577941706","4385.89422058293","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2018","Single year","4417","4286.73978500322","4547.26021499677","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2019","Single year","4645","4511.4201503889","4778.5798496111","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F01C","2020","Single year","5006","4867.32648826688","5144.67351173311","Injuries","Number","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2000","Single year","1310.05056937786","1259.93601320064","1360.16512555507","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2001","Single year","1278.84632508955","1230.23081376662","1327.46183641248","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2002","Single year","1253.41522516553","1205.95868844814","1300.87176188292","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2003","Single year","1249.71483323447","1202.91298548058","1296.51668098836","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2004","Single year","1180.35651603269","1135.4044139263","1225.30861813909","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2005","Single year","1152.18905884387","1108.48817095524","1195.88994673249","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2006","Single year","1132.13152867203","1089.5620227378","1174.70103460626","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2007","Single year","1064.08040562163","1023.40154087492","1104.75927036833","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2008","Single year","1078.31667410822","1037.8764815649","1118.75686665154","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2009","Single year","1143.66053847629","1102.44647754584","1184.87459940674","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2010","Single year","1157.83218138291","1116.9667551862","1198.69760757963","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2011","Single year","1165.46357504916","1124.84562091656","1206.08152918176","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2012","Single year","1159.12396446316","1119.04856747361","1199.1993614527","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2013","Single year","1171.32062900263","1131.50883827837","1211.1324197269","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2014","Single year","1234.33750443493","1193.91187328238","1274.76313558747","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2015","Single year","1217.45217893584","1177.90651471094","1256.99784316074","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2016","Single year","1262.44874521137","1222.71307412316","1302.18441629958","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2017","Single year","1334.74413433656","1294.38760246238","1375.10066621073","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2018","Single year","1352.42282610959","1312.30806830936","1392.53758390982","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2019","Single year","1388.51207791462","1348.39744036203","1428.62671546721","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_F02C","2020","Single year","1442.59741117076","1402.50417340307","1482.69064893845","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Serious non-fatal"
"W_I21","2000","Single year","9232","9043.68019798054","9420.31980201946","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2001","Single year","9375","9185.22730321775","9564.77269678225","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2002","Single year","9158","8970.43646441827","9345.56353558172","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2003","Single year","9458","9267.38909389511","9648.61090610488","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2004","Single year","9092","8905.11355426957","9278.88644573042","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2005","Single year","9270","9081.29302273674","9458.70697726325","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2006","Single year","9467","9276.29842513625","9657.70157486374","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2007","Single year","9583","9391.13364057576","9774.86635942424","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2008","Single year","9683","9490.13516193774","9875.86483806225","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2009","Single year","10115","9917.8798438228","10312.1201561771","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2010","Single year","10403","10203.0932814743","10602.9067185256","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2011","Single year","10607","10405.1427392658","10808.8572607341","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2012","Single year","10616","10414.0571198569","10817.942880143","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2013","Single year","10828","10624.0507021084","11031.9492978916","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2014","Single year","11282","11073.8189768132","11490.1810231867","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2015","Single year","11710","11497.9069006536","11922.0930993463","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2016","Single year","12491","12271.9482660892","12710.0517339107","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2017","Single year","13138","12913.346742765","13362.6532572349","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I21","2018","Single year","14141","13907.9290468903","14374.0709531096","Injuries","Number","All","Validated","Whole pop","All ages","Serious"
"W_I22","2000","Single year","242.713918817414","237.756102546578","247.671735088251","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2001","Single year","242.676957853019","237.761933487193","247.591982218845","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2002","Single year","232.275816385732","227.517945877097","237.033686894367","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2003","Single year","234.823844874245","230.091344784743","239.556344963748","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2004","Single year","221.551216451628","216.996757173052","226.105675730203","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2005","Single year","221.579383382995","217.066912275519","226.091854490471","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2006","Single year","221.590754751566","217.122258177507","226.059251325625","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2007","Single year","220.626083572878","216.199849892583","225.052317253173","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2008","Single year","219.224163072575","214.843868459778","223.604457685371","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2009","Single year","224.895293249102","220.492563546893","229.29802295131","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2010","Single year","226.099566923188","221.729045160308","230.470088686069","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2011","Single year","227.144484224219","222.789455813333","231.499512635105","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2012","Single year","223.836234614702","219.539127346151","228.133341883252","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2013","Single year","224.599330850336","220.321894214296","228.876767486376","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2014","Single year","228.273572900607","224.009251251373","232.537894549842","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2015","Single year","231.476007880409","227.227009508913","235.725006251905","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2016","Single year","240.651990312338","236.36992162957","244.934058995106","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2017","Single year","246.912740796059","242.626671230295","251.198810361824","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_I22","2018","Single year","260.495325203388","256.134238873248","264.856411533527","Per 100,000 people","Age-standardised rate","All","Validated","Whole pop","All ages","Serious"
"W_A21","2000","Single year","497","453.305549163709","540.69445083629","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2001","Single year","593","545.271758039169","640.728241960831","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2002","Single year","558","511.701684458856","604.298315541144","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2003","Single year","532","486.793185329982","577.206814670017","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2004","Single year","550","504.034770191135","595.965229808865","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2005","Single year","585","537.594795537767","632.405204462232","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2006","Single year","645","595.223088290376","694.776911709624","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2007","Single year","587","539.513830142372","634.486169857627","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2008","Single year","594","546.231531953679","641.76846804632","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2009","Single year","652","601.953709916792","702.046290083207","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2010","Single year","605","556.791260268288","653.208739731712","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2011","Single year","586","538.554295569285","633.445704430714","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2012","Single year","636","586.571589040699","685.4284109593","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2013","Single year","625","576.000900386498","673.999099613501","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2014","Single year","567","520.329804464374","613.670195535626","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2015","Single year","622","573.118639682679","670.88136031732","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2016","Single year","639","589.455149748702","688.544850251298","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2017","Single year","642","592.338983469066","691.661016530933","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A21","2018","Single year","756","702.109900088747","809.890099911252","Injuries","Number","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2000","Single year","12.7929234541621","11.6663054276922","13.919541480632","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2001","Single year","15.2645291626957","14.0350613328414","16.49399699255","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2002","Single year","14.1400589819455","12.9666263647784","15.3134915991126","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2003","Single year","13.2085309233557","12.0861331611088","14.3309286856026","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2004","Single year","13.4640449701432","12.3387118879743","14.5893780523121","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2005","Single year","14.1813565672786","13.031825743997","15.3308873905601","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2006","Single year","15.4802935257612","14.2846929976339","16.6758940538886","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2007","Single year","13.9718814595056","12.8403009628279","15.1034619561833","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2008","Single year","14.1273041329836","12.988877679209","15.2657305867583","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2009","Single year","15.4037078423316","14.2179908289068","16.5894248557565","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2010","Single year","14.1401896068374","13.0095863901116","15.2707928235633","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2011","Single year","13.6256840927028","12.5180500391185","14.7333181462872","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2012","Single year","14.7902535109352","13.6341692129279","15.9463378089425","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2013","Single year","14.3976671182908","13.2613845631727","15.533949673409","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2014","Single year","12.8179251614447","11.7545810456047","13.8812692772846","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2015","Single year","13.7104944641167","12.6233238093908","14.7976651188427","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2016","Single year","13.8512219522383","12.7667372613022","14.9357066431743","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2017","Single year","13.4574614813233","12.4049800447672","14.5099429178794","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_A22","2018","Single year","15.5965148029657","14.4712682089608","16.7217613969706","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious"
"W_S21","2000","Single year","599","551.030907517488","646.969092482511","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2001","Single year","637","587.532745489746","686.467254510253","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2002","Single year","582","534.716503580594","629.283496419406","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2003","Single year","636","586.571589040699","685.4284109593","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2004","Single year","625","576.000900386498","673.999099613501","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2005","Single year","624","575.040115358457","672.959884641542","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2006","Single year","656","605.800428424384","706.199571575615","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2007","Single year","630","580.805294420666","679.194705579333","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2008","Single year","650","600.030526984456","699.969473015544","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2009","Single year","669","618.305464288107","719.694535711892","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2010","Single year","697","645.255466008245","748.744533991754","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2011","Single year","660","609.647613545551","710.352386454448","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2012","Single year","717","664.518327251909","769.481672748091","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2013","Single year","667","616.381297592658","717.618702407341","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2014","Single year","710","657.77514229131","762.224857708689","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2015","Single year","718","665.48174190571","770.518258094289","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2016","Single year","785","730.086020229408","839.913979770591","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2017","Single year","845","788.026034862522","901.973965137477","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S21","2018","Single year","903","844.103163793911","961.896836206088","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2000","Single year","15.4986460451577","14.2553202520812","16.7419718382342","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2001","Single year","16.4664814136987","15.1868227733182","17.7461400540793","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2002","Single year","14.7776466175298","13.576824510989","15.9784687240707","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2003","Single year","15.7906497504779","14.5634379184323","17.0178615825235","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2004","Single year","15.2563453323575","14.0601471129851","16.4525435517299","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2005","Single year","15.0242966162893","13.8449902878025","16.2036029447762","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2006","Single year","15.5748581762932","14.3818498357213","16.767866516865","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2007","Single year","14.9048082736899","13.7388358333965","16.0707807139833","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2008","Single year","15.1537385699615","13.985589437125","16.321887702798","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2009","Single year","15.5254288772587","14.3442926760506","16.7065650784667","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2010","Single year","16.0345927128439","14.8386169685998","17.2305684570881","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2011","Single year","14.9923364939575","13.8420249240816","16.1426480638334","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2012","Single year","16.4175837946387","15.2082648325376","17.6269027567399","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2013","Single year","15.0084637622697","13.8598220818598","16.1571054426795","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2014","Single year","15.7236859029316","14.5553217808976","16.8920500249656","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2015","Single year","15.5075521528777","14.3611489825079","16.6539553232476","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2016","Single year","16.4701384654879","15.3044506253321","17.6358263056436","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2017","Single year","17.442103893854","16.2520982299857","18.6321095577222","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_S22","2018","Single year","18.2674756525165","17.0606394444172","19.4743118606158","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious"
"W_F21A","2000","Single year","4114","3988.28698719569","4239.7130128043","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
"W_F21A","2001","Single year","4198","4071.01006288184","4324.98993711816","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious"
